time,user,action,file,event
424,jh_user_74,save,amit_ben_ami_orifice_from_hebrew_trans_lonnie_monka_poem_9.txt,
424,jh_user_38,save,0_Tengour_H_AuPaysDesMorts_InTheCountryOfTheDead_trans_M_Hacker.txt,
424,jh_user_84,save,2_Hoex_Ici_II_trans_en_gpt.txt,
425,jh_user_41,save,agi_mishol_night_lamp_from_hebrew_trans_joanna_chen_poem_2.txt,
425,jh_user_39,save,alexandra-salmela_anttis-thoughts.txt,
425,jh_user_61,save,alain_lance_spring_from_french_trans_erika_luckert_poem_5.txt,
425,jh_user_2,save,ann_jäderlund_refrain_from_swedish_trans_joel_duncan_poem_3.txt,
425,jh_user_37,save,1_Melancon_R_DebutEte_trans_P_Stratford.txt,
425,jh_user_46,save,aco_šopov_horrordeath_from_macedonian_trans_rawley_grau_and_christina_e_kramer_poem_1.txt,
425,jh_user_20,save,2_Ch_Lambert_Une_Salve_trans_en_gpt.txt,
426,jh_user_51,save,afrikaans_circulation_of_blood_coetzer_trans_coetzer.txt,
426,jh_user_83,save,artur-becker_on-copernicus-street.txt,
426,jh_user_87,save,albanian_boys_of_my_street_gjika_trans_gjika.txt,
426,jh_user_44,save,1_Melancon_R_DebutEte_trans_P_Stratford.txt,
426,jh_user_79,save,afrikaans_anene_booysen_coetzer_trans_coetzer.txt,
426,jh_user_39,save,0_Venaille_F_Maintenant_NowTheyTellMe_trans_MA_Caws.txt,
426,jh_user_91,save,17_maps_&_poems.txt,
426,jh_user_84,save,almog_behar_12_from_hebrew_trans_shoshana_olidort_poem_12.txt,
426,jh_user_94,save,ann_jäderlund_anagram_for_the_blind_from_swedish_trans_joel_duncan_poem_5.txt,
426,jh_user_56,save,antònia_vicens_i_picornell_the_boat_from_catalan_trans_laia_sales_merino_poem_4.txt,
427,jh_user_75,save,ann_jäderlund_play_at_scattered_places_from_swedish_trans_joel_duncan_poem_9.txt,
427,jh_user_7,save,aase_berg_hyperparasites_from_swedish_trans_johannes_göransson_poem_1.txt,
427,jh_user_43,save,2_Lombe_1998_trans_en_gpt.txt,
428,jh_user_67,save,albanian_boys_of_my_street_gjika_trans_gjika.txt,
428,jh_user_20,save,2_yade_lauren_&_yellow_claw_love_&_war.txt,
428,jh_user_66,save,alejandro_crotto_if_you_go_and_look_at_a_hen_for_an_hour_or_two_youll_find_in_the_end_that_the_mystery_has_not_diminished_but_rather_increased_from_spanish_trans_robin_myers_poem_2.txt,
428,jh_user_14,save,almog_behar_2_from_hebrew_trans_shoshana_olidort_poem_2.txt,
428,jh_user_101,save,abdallah_zrika_sun_tearing_the_pages_flesh_from_arabic_trans_tim_demay_poem_1.txt,
428,jh_user_49,save,anna_gréki_with_rage_in_my_heart_from_french_trans_marine_cornuet_poem_3.txt,
428,jh_user_66,save,alemannic_riedligers_tochter_hebels_trans_deepl.txt,
429,jh_user_20,save,0_Roubaud_J_IlPleut_Raining_trans_R_Sieburth_F_Gramet.txt,
429,jh_user_92,save,arseny_tarkovsky_my_sight_which_was_my_power_from_russian_trans_philip_metres_and_dimitri_psurtsev_poem_3.txt,
429,jh_user_45,save,26_poet_charged.txt,
429,jh_user_28,save,ann_jäderlund_leadingnote_from_swedish_trans_joel_duncan_poem_1.txt,
429,jh_user_2,save,0_Bancquart_MC_JeMarcheSolitudeLivres_IWalkSolitudeBooks_trans_MA_Caws.txt,
429,jh_user_98,save,alberto_caeiro_xiii_from_portuguese_trans_margaret_jull_costa_and_patricio_ferrari_poem_3.txt,
430,jh_user_79,save,2_Kayaga_Armee_des_Poetes_trans_en_gpt.txt,
430,jh_user_52,save,0_Roubaud_J_LePasse_ThePast_trans_R_Sieburth_F_Gramet.txt,
430,jh_user_10,save,0_Etienne_M_Cauchemars_Nightmares_trans_M_Hacker.txt,
430,jh_user_12,save,alejandro_albarrán_cowboy_from_spanish_trans_rachel_galvin_poem_2.txt,
430,jh_user_75,save,anonymous_cancer_from_old_trans_gnaomi_siemens_poem_4.txt,
431,jh_user_4,save,30_bell_hooks.txt,1.0
431,jh_user_82,save,ann_jäderlund_off_ring_from_swedish_trans_joel_duncan_poem_2.txt,
431,jh_user_79,save,23_jewish_poets.txt,
431,jh_user_74,save,0_Kaddour_H_LeChauffer_BusDriver_trans_M_Hacker.txt,
431,jh_user_67,save,almog_behar_1_from_hebrew_trans_shoshana_olidort_poem_1.txt,
431,jh_user_70,save,30_bell_hooks.txt,1.0
431,jh_user_32,save,aandaal_dark_flowers_from_tamil_trans_priya_sarukkai_chabria_and_ravi_shankar_poem_4.txt,
431,jh_user_91,save,agnar_artúvertin_poem_about_the_body_from_faroese_trans_matthew_landrum_poem_3.txt,
431,jh_user_43,save,afrikaans_exile_1_cussons_trans_van_der_vlies.txt,
431,jh_user_14,save,andrea-inglese_inventory-of-lost-flesh.txt,
431,jh_user_19,save,1_Goffette_G_MaxJacob_trans_M_Hacker.txt,
431,jh_user_60,save,2_Vielle_Joueurs_de_Foot_trans_en_gpt.txt,
431,jh_user_16,save,alemannic_der_käfer_hebels_trans_deepl.txt,
431,jh_user_96,save,aandaal_dark_flowers_from_tamil_trans_priya_sarukkai_chabria_and_ravi_shankar_poem_4.txt,
431,jh_user_93,save,amit_ben_ami_orifice_from_hebrew_trans_lonnie_monka_poem_9.txt,
432,jh_user_86,save,anna_gréki_with_rage_in_my_heart_from_french_trans_marine_cornuet_poem_3.txt,
432,jh_user_76,save,aco_šopov_august_from_macedonian_trans_rawley_grau_and_christina_e_kramer_poem_4.txt,
432,jh_user_51,save,Antonioni_Interview.txt,
432,jh_user_88,save,2_Hoex_Ici_II_trans_en_gpt.txt,
432,jh_user_13,save,0_Broda_M_JeVoulaitTelAvouer_IWantedToTellYou_trans_MA_Caws.txt,
432,jh_user_40,save,14_putin_on_history_literature.txt,
432,jh_user_99,save,0_Esteban_C_LeSoirVenu_OnceEveningsFallen_trans_R_Lloyd.txt,
432,jh_user_13,save,0_Bancquart_MC_RetourUlysse_ReturnUlysses_trans_M_Sorrell.txt,1.0
432,jh_user_89,save,allan_popa_crossing_from_filipino_trans_jose_perez_beduya_jose_edmundo_ocampo_reyes_and_marc_gaba_poem_5.txt,
432,jh_user_51,save,1_Said_A_LaTerre_trans_MA_Caws.txt,
432,jh_user_34,save,albanian_house_among_the_pines_gjika_trans_gjika.txt,
432,jh_user_85,save,almog_behar_1_from_hebrew_trans_shoshana_olidort_poem_1.txt,
433,jh_user_23,save,Merchant_of_Four_Seasons.txt,
433,jh_user_29,save,anna_gual_curse_from_catalan_trans_ona_bantjesràfols_poem_4.txt,
433,jh_user_41,save,albanian_house_among_the_pines_gjika_trans_gjika.txt,
433,jh_user_46,save,08_lesson_of_the_day.txt,
433,jh_user_48,save,2_Logist_Si_Tu_trans_en_gpt.txt,
433,jh_user_99,save,7_mary_borden_at_the_somme_excerpt.txt,
433,jh_user_85,save,alev-adil_oh-o.txt,1.0
433,jh_user_47,save,2_Norac_Envoyer_Tout_Dancer_trans_en_gpt.txt,
433,jh_user_12,save,aimé_césaire_when_in_the_heat_of_the_day_naked_monks_descend_the_himalayas_from_french_trans_a_james_arnold_and_clayton_eshleman_poem_1.txt,1.0
433,jh_user_49,save,1_lil_poppa_love_&_war_remix.txt,
433,jh_user_86,save,anonymous_pisces_from_old_trans_gnaomi_siemens_poem_12.txt,1.0
433,jh_user_55,save,0_Roubaud_J_IlPleut_Raining_trans_R_Sieburth_F_Gramet.txt,
433,jh_user_2,save,anna_gual_buds_from_catalan_trans_ona_bantjesràfols_poem_5.txt,
434,jh_user_63,save,32_poem_hunter.txt,1.0
434,jh_user_40,save,afrikaans_aown_terms_coetzer_trans_coetzer.txt,
434,jh_user_68,save,0_Bancquart_MC_RetourUlysse_ReturnUlysses_trans_M_Sorrell.txt,1.0
434,jh_user_7,save,anna_gréki_with_rage_in_my_heart_from_french_trans_marine_cornuet_poem_3.txt,
434,jh_user_50,save,afrikaans_mary_eybers_trans_eybers.txt,
434,jh_user_34,save,alemannic_der_morgen-stern_hebels_trans_deepl.txt,1.0
434,jh_user_87,save,1_Giraudon_L_QuandRienAAttendre_trans_S_Gavronsky.txt,1.0
434,jh_user_34,save,2_Logist_Si_Tu_trans_en_gpt.txt,
434,jh_user_98,save,18_massacre.txt,1.0
434,jh_user_75,save,abdourahman_waberi_here_is_from_french_trans_nancy_naomi_carlson_poem_2.txt,
435,jh_user_35,save,ann_jäderlund_to_give_yourself_away_you_have_to_peek_from_swedish_trans_joel_duncan_poem_8.txt,
435,jh_user_14,save,1_Alferi_P_QuandRienEntraineRien_trans_C_Wiener.txt,
435,jh_user_99,save,afrikaans_circulation_of_blood_coetzer_trans_coetzer.txt,
435,jh_user_74,save,ann_jäderlund_play_at_scattered_places_from_swedish_trans_joel_duncan_poem_9.txt,
435,jh_user_96,save,ana_cristina_cesar_summary_from_portuguese_trans_brenda_hillman_helen_hillman_and_sebastião_edson_macedo_poem_2.txt,1.0
435,jh_user_50,save,2_Norac_Envoyer_Tout_Dancer_trans_en_gpt.txt,
435,jh_user_3,save,agi_mishol_night_lamp_from_hebrew_trans_joanna_chen_poem_2.txt,
435,jh_user_95,save,3_geffrey_brewer_&_lovepoemsandpoetscom.txt,
435,jh_user_50,save,abdourahman_waberi_aiyaiyai_from_french_trans_nancy_naomi_carlson_poem_3.txt,1.0
435,jh_user_11,save,0_Esteban_C_LeSoirVenu_OnceEveningsFallen_trans_R_Lloyd.txt,
436,jh_user_82,save,anuar_duisenbinov_balkhash_dreams_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_4.txt,1.0
436,jh_user_61,save,alain_lance_malaise_from_french_trans_erika_luckert_poem_2.txt,
436,jh_user_4,save,Merchant_of_Four_Seasons.txt,
436,jh_user_69,save,anuar_duisenbinov_0215_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_3.txt,1.0
436,jh_user_75,save,0_Roubaud_J_LePasse_ThePast_trans_R_Sieburth_F_Gramet.txt,
436,jh_user_47,save,12_joy_harjo_the_real_revolution_is_love_[in_mad_love_and_war].txt,1.0
436,jh_user_94,save,1_Jamme_FA_VieDuScarabee_trans_M_Tweed.txt,
436,jh_user_53,save,6_battle_of_maldon_excerpt_original_&_trans_douglas_b_killings.txt,
436,jh_user_32,save,alemannic_das_gewitter_hebels_trans_deepl.txt,1.0
436,jh_user_89,save,alemannic_der_morgen-stern_hebels_trans_deepl.txt,1.0
437,jh_user_100,save,alemannic_die_vergänglichkeit_hebels_trans_deepl.txt,1.0
437,jh_user_65,save,allan_popa_tongues_of_angels_from_filipino_trans_jose_perez_beduya_jose_edmundo_ocampo_reyes_and_marc_gaba_poem_4.txt,1.0
437,jh_user_12,save,anuar_duisenbinov_a_metamorph_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_2.txt,1.0
437,jh_user_23,save,alberto_caeiro_xx_from_portuguese_trans_margaret_jull_costa_and_patricio_ferrari_poem_4.txt,
437,jh_user_24,save,abdourahman_waberi_aiyaiyai_from_french_trans_nancy_naomi_carlson_poem_3.txt,1.0
437,jh_user_69,save,2_Ch_Lambert_Une_Salve_trans_en_gpt.txt,
437,jh_user_71,save,archilochus_and_anacreon_anacreon_from_ancient_trans_george_economou_poem_2.txt,
437,jh_user_89,save,30_bell_hooks.txt,1.0
437,jh_user_66,save,ann_jäderlund_a_midsummer_nights_dream_from_swedish_trans_johannes_göransson_poem_1.txt,
437,jh_user_62,save,agi_mishol_betrayal_from_hebrew_trans_joanna_chen_poem_3.txt,1.0
437,jh_user_63,save,afrikaans_15_instagram_poems_slippers_trans_inggs.txt,
437,jh_user_7,save,anna_gual_buds_from_catalan_trans_ona_bantjesràfols_poem_5.txt,
437,jh_user_70,save,01_russian_poet_arrested.txt,1.0
437,jh_user_47,save,0_Grangaud_M_MichelleGranguadCreatingAnagrams_trans_P_Lloyd_R_Lloyd.txt,1.0
437,jh_user_32,save,2_Vielle_Joueurs_de_Foot_trans_en_gpt.txt,
437,jh_user_22,save,albanian_eighth_letter_zeqo_trans_mihani.txt,
437,jh_user_70,save,abdallah_zrika_sun_tearing_the_pages_flesh_from_arabic_trans_tim_demay_poem_1.txt,
437,jh_user_98,save,ana_ristović_grain_of_salt_from_serbian_trans_steven_and_maja_teref_poem_2.txt,1.0
437,jh_user_49,save,ann_jäderlund_refrain_from_swedish_trans_joel_duncan_poem_6.txt,
437,jh_user_27,save,anonymous_virgo_from_old_trans_gnaomi_siemens_poem_6.txt,
437,jh_user_10,save,35_immigration_director_poem.txt,1.0
437,jh_user_80,save,04_ukraine_feature_pio.txt,1.0
437,jh_user_25,save,armenian_mercy_hamo_sahyan_trans_google.txt,1.0
438,jh_user_99,save,abdourahman_waberi_here_is_from_french_trans_nancy_naomi_carlson_poem_2.txt,
438,jh_user_1,save,anuar_duisenbinov_0215_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_3.txt,1.0
438,jh_user_23,save,albanian_eighth_letter_zeqo_trans_mihani.txt,
438,jh_user_83,save,anuar_duisenbinov_balkhash_dreams_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_4.txt,1.0
438,jh_user_95,save,11_ukraine_tls.txt,
438,jh_user_59,save,09_ukrainian_needs_prayers.txt,
438,jh_user_21,save,armenian_letter_from_military_yuri_sahakian_trans_google.txt,
438,jh_user_18,save,01_russian_poet_arrested.txt,1.0
438,jh_user_87,save,06_olivia_wilde.txt,1.0
438,jh_user_55,save,aimé_césaire_when_in_the_heat_of_the_day_naked_monks_descend_the_himalayas_from_french_trans_a_james_arnold_and_clayton_eshleman_poem_1.txt,1.0
438,jh_user_28,save,1_Tarkos_C_67Mots_trans_S_Doris.txt,1.0
438,jh_user_62,save,1_Tarkos_C_67Mots_trans_S_Doris.txt,1.0
438,jh_user_8,save,04_ukraine_feature_pio.txt,1.0
438,jh_user_62,save,0_Roubaud_J_LePasse_ThePast_trans_R_Sieburth_F_Gramet.txt,
439,jh_user_13,save,agi_mishol_betrayal_from_hebrew_trans_joanna_chen_poem_3.txt,1.0
439,jh_user_88,save,alemannic_der_käfer_hebels_trans_deepl.txt,
439,jh_user_53,save,23_jewish_poets.txt,
439,jh_user_22,save,21_songs.txt,
439,jh_user_28,save,abd_alqāder_bīdel_of_delhi_bubble_from_persian_trans_jane_mikkelson_poem_2.txt,1.0
439,jh_user_50,save,allan_popa_eve_from_filipino_trans_jose_perez_beduya_jose_edmundo_ocampo_reyes_and_marc_gaba_poem_6.txt,
439,jh_user_95,save,1_Alferi_P_QuandRienEntraineRien_trans_C_Wiener.txt,
439,jh_user_76,save,aco_šopov_horrordeath_from_macedonian_trans_rawley_grau_and_christina_e_kramer_poem_1.txt,
439,jh_user_18,save,1_Giraudon_L_QuandRienAAttendre_trans_S_Gavronsky.txt,1.0
439,jh_user_97,save,1_Giraudon_L_QuandRienAAttendre_trans_S_Gavronsky.txt,1.0
439,jh_user_34,save,amit_ben_ami_frame_from_hebrew_trans_lonnie_monka_poem_10.txt,1.0
439,jh_user_41,save,ana_cristina_cesar_summary_from_portuguese_trans_brenda_hillman_helen_hillman_and_sebastião_edson_macedo_poem_2.txt,1.0
439,jh_user_12,save,afrikaans_ferret_cussons_trans_van_der_vlies.txt,1.0
440,jh_user_57,save,0_Grangaud_M_MichelleGranguadCreatingAnagrams_trans_P_Lloyd_R_Lloyd.txt,1.0
440,jh_user_80,save,anuar_duisenbinov_0215_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_3.txt,1.0
440,jh_user_51,save,alcman_26_from_ancient_trans_m_pfaff_poem_2.txt,1.0
440,jh_user_23,save,0_Baron_Supervielle_S_HereTime_trans_R_LLoyd.txt,1.0
440,jh_user_52,save,alev-adil_oh-o.txt,1.0
440,jh_user_99,save,0_Roubaud_J_Meditation8-5-85_trans_R_Waldrop.txt,1.0
440,jh_user_25,save,aimé_césaire_at_the_locks_of_the_void_from_french_trans_a_james_arnold_and_clayton_eshleman_poem_2.txt,
440,jh_user_61,save,albanian_autumn_afternoon_gjika_trans_gjika.txt,
440,jh_user_12,save,anonymous_mayan_figures_of_wood_from_kiché_trans_michael_bazzett_poem_1.txt,
440,jh_user_39,save,almog_behar_15_from_hebrew_trans_shoshana_olidort_poem_15.txt,
440,jh_user_63,save,allan_popa_lilith_from_filipino_trans_marc_gaba_jose_edmundo_ocampo_reyes_and_allan_popa_poem_2.txt,1.0
441,jh_user_7,save,17_ancient_mariner_pandemic_436.txt,
441,jh_user_51,save,1_Maulpoix_JM_MiseAuMonde_trans_M_Polizzotti.txt,
441,jh_user_50,save,26_poet_charged.txt,
441,jh_user_56,save,amit_ben_ami_salad_from_hebrew_trans_lonnie_monka_poem_11.txt,1.0
441,jh_user_52,save,anonymous_mayan_figures_of_wood_from_kiché_trans_michael_bazzett_poem_1.txt,
441,jh_user_36,save,0_Khoury-Ghata_V_ElleLancaitVaisselle_SheThrowCrockery_trans_M_Hacker.txt,
442,jh_user_1,save,armenian_was_it_worth_it_hamo_sahyan_trans_google.txt,
442,jh_user_59,save,amit_ben_ami_3_from_hebrew_trans_lonnie_monka_poem_4.txt,1.0
442,jh_user_16,save,8_trakl_grodek_trans_michael_hamburger.txt,1.0
442,jh_user_3,save,allan_popa_tongues_of_angels_from_filipino_trans_jose_perez_beduya_jose_edmundo_ocampo_reyes_and_marc_gaba_poem_4.txt,1.0
442,jh_user_88,save,alcman_26_from_ancient_trans_m_pfaff_poem_2.txt,1.0
442,jh_user_7,save,0_Broda_M_JeVoulaitTelAvouer_IWantedToTellYou_trans_MA_Caws.txt,
442,jh_user_99,save,anonymous_taurus_from_old_trans_gnaomi_siemens_poem_2.txt,1.0
442,jh_user_43,save,anonymous_capricorn_from_old_trans_gnaomi_siemens_poem_10.txt,
442,jh_user_79,save,afrikaans_emoji_in_the_scriptorium_slippers_trans_inggs.txt,
442,jh_user_6,save,andré_breton_and_philippe_soupault_lets_stop_moving_from_french_trans_charlotte_mandell_poem_1.txt,1.0
443,jh_user_58,save,ana_cristina_cesar_ladies_talk_from_portuguese_trans_brenda_hillman_helen_hillman_and_sebastião_edson_macedo_poem_1.txt,
443,jh_user_52,save,allan_popa_christ_in_hell_from_filipino_trans_marc_gaba_jose_edmundo_ocampo_reyes_and_allan_popa_poem_3.txt,1.0
443,jh_user_12,save,alemannic_der_morgen-stern_hebels_trans_deepl.txt,1.0
443,jh_user_69,save,allan_popa_christ_in_hell_from_filipino_trans_marc_gaba_jose_edmundo_ocampo_reyes_and_allan_popa_poem_3.txt,1.0
443,jh_user_94,save,anuar_duisenbinov_balkhash_dreams_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_4.txt,1.0
443,jh_user_71,save,armenian_new_garo_hovhannes_hovhannesian_trans_alice_stone_blackwell.txt,1.0
443,jh_user_52,save,2_Verheggen_Portrait_trans_en_gpt.txt,
443,jh_user_84,save,armenian_poem_8_nahaped_kouchak_trans_google.txt,1.0
443,jh_user_73,save,amit_ben_ami_orifice_from_hebrew_trans_lonnie_monka_poem_9.txt,
443,jh_user_29,save,allan_popa_crossing_from_filipino_trans_jose_perez_beduya_jose_edmundo_ocampo_reyes_and_marc_gaba_poem_5.txt,
443,jh_user_25,save,alejandro_albarrán_cowboy_from_spanish_trans_rachel_galvin_poem_2.txt,
443,jh_user_14,save,0_black_kodak_love_&_war.txt,1.0
443,jh_user_64,save,abd_alqāder_bīdel_of_delhi_composure_and_distraction_from_persian_trans_jane_mikkelson_poem_1.txt,1.0
443,jh_user_98,save,0_Grangaud_M_MichelleGranguadCreatingAnagrams_trans_P_Lloyd_R_Lloyd.txt,1.0
443,jh_user_90,save,06_olivia_wilde.txt,1.0
443,jh_user_22,save,2_Logist_Si_Tu_trans_en_gpt.txt,
444,jh_user_93,save,almog_behar_8_from_hebrew_trans_shoshana_olidort_poem_8.txt,1.0
444,jh_user_50,save,1_Velter_A_JeChanteMaFemme_trans_R_Lloyd.txt,1.0
444,jh_user_86,save,almog_behar_7_from_hebrew_trans_shoshana_olidort_poem_7.txt,1.0
444,jh_user_49,save,0_Bancquart_MC_ContrefableOrphee_ContrefableOrpheus_trans_M_Sorrell.txt,
444,jh_user_93,save,2_Namur_Cette_Rose_II_trans_en_gpt.txt,
444,jh_user_76,save,35_immigration_director_poem.txt,1.0
444,jh_user_1,save,aimé_césaire_when_in_the_heat_of_the_day_naked_monks_descend_the_himalayas_from_french_trans_a_james_arnold_and_clayton_eshleman_poem_1.txt,1.0
444,jh_user_51,save,anuar_duisenbinov_a_metamorph_from_kazakh_trans_mariya_deykute_and_victoria_thorstensson_poem_2.txt,1.0
444,jh_user_63,save,17_maps_&_poems.txt,
444,jh_user_97,save,alara_adilow_myths_and_traffic_lights_from_dutch_trans_shimanto_robin_reza_poem_2.txt,
444,jh_user_38,save,0_Pleynet_M_LumiereJour_Daylight_trans_MA_Caws.txt,1.0
444,jh_user_44,save,0_black_kodak_love_&_war.txt,1.0
444,jh_user_9,save,2_Verheggen_Portrait_trans_en_gpt.txt,
444,jh_user_84,save,anonymous_scorpio_from_old_trans_gnaomi_siemens_poem_8.txt,
444,jh_user_65,save,2_Bergen_Heure_du_Banditisme_trans_en_gpt.txt,1.0
